ts_ms,ax,ay,az,gx,gy,gz,mx,my,mz
14270,3.620033,-5.518635,-7.208941,-0.237018,-0.698132,1.220665,2.549585,6.298974,-13.797752
14324,2.753332,-6.670246,-7.400477,-0.244080,-0.437132,0.760617,5.099169,8.398632,-13.647777
14378,3.105280,-5.987898,-7.747637,-0.157879,-0.639643,0.984312,7.048851,5.999022,-15.897410
14432,2.319981,-6.519411,-7.704541,-0.047697,-0.222230,0.749959,8.398632,7.348803,-14.997557
14486,1.731008,-6.445191,-7.809886,-0.136162,-0.446724,0.706126,10.348314,7.798729,-14.547630
14539,1.707066,-5.827487,-7.963115,-0.458848,-0.492289,0.807648,12.747923,7.948705,-13.647777
14593,1.170765,-6.078878,-7.841011,-0.606602,-0.219565,0.651767,13.797752,8.548608,-15.297508
14648,0.588974,-5.767632,-8.166622,-0.636712,-0.278986,0.802718,15.297508,9.748412,-15.747435
14702,0.529119,-5.894525,-8.269572,-0.604337,-0.254738,0.696933,16.047386,12.597948,-17.547142
14756,0.495600,-5.894525,-8.554482,-0.538121,-0.059954,0.471372,17.397165,15.147532,-18.147043
14810,0.270545,-5.185841,-8.734048,-0.476968,0.036505,0.331879,16.047386,15.297508,-16.797264
14864,0.050278,-4.814740,-8.822633,-0.546648,0.053825,0.420078,17.247190,16.497313,-17.997068
14918,0.062249,-4.975151,-8.626308,-0.170936,0.278320,0.147354,17.547142,17.997068,-17.547142
14972,0.021548,-4.876989,-8.985439,-0.230357,0.012923,0.271792,17.247190,19.196873,-17.547142
15593,-1.010353,-5.477933,-8.070854,0.415548,-0.121240,0.272191,23.246214,17.847092,-15.447483
15645,-2.475605,-6.057330,-8.190564,0.341072,0.110049,0.390900,23.396189,14.847581,-15.297508
15698,-1.807622,-5.884948,-8.334216,0.498418,-0.380375,0.061686,24.146067,12.897899,-14.997557
15750,-0.924162,-5.647922,-8.078036,0.322553,0.076874,0.095527,25.045919,13.047874,-15.897410
15804,-1.910573,-6.339846,-7.529764,-0.011991,0.323086,0.014655,23.996090,11.098192,-14.397655
15858,-1.163582,-6.212954,-7.668628,0.242081,0.630583,-0.150285,23.546164,12.747923,-15.147532
15912,-1.814805,-7.019799,-7.182605,0.520002,0.599541,-0.192786,20.096725,10.798241,-13.947728
15966,-0.861913,-6.373365,-6.581660,1.245446,0.782067,-0.169870,20.696629,8.998534,-14.247679
16020,-0.335188,-6.811504,-6.809110,0.829631,0.847484,-0.526130,17.547142,6.298974,-12.297997
16074,-0.593762,-7.584831,-7.053318,0.858675,0.616194,-0.307231,15.297508,2.699560,-12.297997
16128,0.126893,-8.118738,-6.986280,1.004830,0.454585,-0.702129,14.097703,1.049829,-11.548119
16182,0.634463,-7.283162,-6.543353,0.874930,0.262599,-0.412617,12.447972,-1.649731,-10.198339
16236,1.539472,-8.025364,-6.299145,0.560104,0.425541,-0.758352,10.048363,-2.549585,-10.198339
16289,1.608904,-7.702147,-6.102820,0.470040,0.841089,-1.057323,8.548608,-2.849536,-9.448461
16343,2.348712,-8.643068,-5.418078,0.081804,0.793792,-0.988443,5.099169,-2.849536,-8.398632
16937,8.437167,-5.214571,-2.015918,0.086334,0.235153,-0.601806,-21.446507,3.149487,4.799218
16991,7.364564,-5.968745,-1.853112,-0.201579,0.122972,-1.035606,-21.296530,3.599414,3.899365
17046,8.468291,-5.262455,-1.810017,-0.050095,0.116044,-0.435666,-22.346359,4.799218,5.399120
17101,8.731653,-5.013458,-1.733402,0.090064,0.302568,-0.691070,-22.346359,5.699071,4.949194
17155,7.982268,-4.479551,-1.862689,0.122440,0.231556,-0.658162,-24.146067,8.998534,5.999022
17209,8.805874,-4.019865,-1.628057,0.005995,0.207308,-0.326949,-25.345871,9.448461,5.999022
17263,9.035717,-4.723760,-1.254562,0.149752,0.159078,-0.213303,-25.045919,8.398632,6.898876
17317,9.081207,-3.916914,-1.541866,0.194251,0.128701,-0.074876,-25.495846,8.398632,7.648754
17372,9.167398,-4.084508,-1.381454,0.068747,0.082870,-0.171735,-25.645823,8.998534,8.548608
17426,8.781932,-4.094085,-1.388637,-0.023315,-0.032908,-0.106851,-26.995602,9.898388,7.198827
17480,8.918402,-4.292804,-1.163582,-0.021051,-0.025447,0.014655,-25.795797,10.798241,8.398632
17534,9.200917,-4.113238,-1.142034,0.071145,0.011591,0.043433,-27.145578,10.198339,7.048851
17588,8.923190,-4.031836,-1.304840,0.138960,-0.082470,0.216900,-26.245724,9.148510,7.948705
17642,8.767567,-4.187459,-1.022324,-0.020518,-0.029711,-0.277521,-24.745968,9.898388,6.148998
17696,9.507375,-3.940856,-1.247379,0.023982,-0.029977,0.080738,-25.495846,9.598436,6.898876
17750,9.220071,-4.185065,-1.134852,0.045299,0.033175,0.068081,-25.495846,7.648754,6.448949
17804,8.999804,-4.146757,-1.218649,0.082870,0.027312,0.235020,-25.645823,9.448461,5.999022
17858,8.695741,-4.185065,-1.345541,0.036905,-0.058089,0.607934,-25.495846,9.598436,6.448949
17912,7.963115,-4.733337,-1.350330,-0.112047,-0.201712,0.635113,-24.895945,5.849047,6.748900
17967,8.350976,-4.891354,-1.465251,-0.223429,-0.292176,0.506545,-24.595993,6.298974,5.999022
18021,8.219295,-5.200206,-1.551443,-0.282051,-0.283383,0.384372,-22.796286,7.198827,4.649242
18075,8.073248,-5.671864,-1.642422,-0.157479,-0.258868,0.661626,-23.546164,4.799218,4.949194
18129,7.678205,-5.882554,-1.951274,-0.040502,-0.262199,1.201746,-19.946751,2.699560,2.549585
18183,7.659051,-6.313510,-2.075773,-0.131499,-0.308697,1.674583,-19.496824,0.749878,3.299463
18237,5.442020,-7.639898,-2.135628,-0.090331,-0.454718,2.627986,-16.497313,-2.249634,1.499756
18291,4.790798,-8.133103,-2.226608,-0.129234,-0.519735,3.176366,-11.098192,-5.399120,1.799707
18344,5.324705,-8.473080,-2.595315,-0.260201,-0.677081,2.485296,-5.099169,-9.598436,2.399609
18398,3.011906,-8.896853,-3.078943,-0.427273,-0.606069,2.019786,-0.749878,-10.498290,-0.299951
18453,2.942474,-9.346964,-3.325546,-0.557306,-0.242348,1.266896,4.349291,-10.348314,-0.449927
18507,0.126893,-9.591172,-3.612850,-0.525997,-0.184126,1.587850,6.298974,-10.348314,-1.649731
18561,1.376666,-9.318233,-3.864242,-0.733971,-0.114579,1.137795,10.948216,-9.898388,-3.149487
18615,0.332794,-8.731653,-4.374207,-0.723446,0.262066,1.580389,11.698094,-7.948705,-5.699071
18669,-1.079785,-9.083601,-4.972757,-1.112214,0.364654,0.742897,13.047874,-7.048851,-5.999022
18723,-0.991199,-9.076419,-5.786786,-1.095694,0.272058,1.022017,14.397655,-1.349780,-7.198827
18776,-1.199495,-8.968679,-6.026206,-0.864538,0.204377,0.529727,15.747435,-0.749878,-8.998534
18830,-1.731008,-7.735666,-6.169858,-0.622590,-0.149752,1.100090,16.647287,-1.649731,-10.198339
18884,-1.388637,-8.453926,-6.105214,-0.551311,-0.028511,0.324685,17.397165,2.849536,-12.148021
18938,-1.589750,-7.314286,-6.268020,-0.452320,-0.109516,0.475236,18.446995,1.499756,-11.248168
18992,-1.707066,-7.539341,-6.380548,-0.467375,-0.042101,0.241282,19.946751,3.899365,-12.297997
19047,-1.845930,-6.952762,-6.880936,-0.529861,-0.004263,0.510542,20.546654,5.699071,-13.947728
19101,-2.348712,-6.950367,-7.237672,-0.722513,0.045299,0.608201,19.646799,5.999022,-13.947728
19155,-2.561796,-6.689400,-7.333440,-0.595277,0.203311,0.401026,20.546654,8.848558,-14.397655
19208,-2.755726,-6.359000,-7.733272,-0.742231,0.145355,0.537055,20.246702,11.398143,-13.497801
19262,-2.693477,-6.124368,-8.003817,-0.836692,0.200646,0.574893,20.696629,12.148021,-14.997557
19316,-3.169923,-5.470751,-8.025364,-0.608867,0.277920,0.489092,19.646799,14.247679,-16.647287
19370,-2.612074,-5.295974,-8.090008,-0.631383,0.305233,0.350531,20.246702,16.497313,-16.497313
19424,-2.822764,-5.195418,-7.987057,-0.416348,0.322420,0.120441,18.596970,17.097216,-16.947239
19478,-3.739743,-4.565742,-8.789114,-0.296040,0.274723,0.056090,18.446995,18.896921,-16.797264
19532,-2.363077,-4.651934,-8.238448,-0.102588,0.130300,0.017587,19.946751,18.446995,-17.997068
19586,-2.066196,-4.491522,-8.257602,0.066349,0.014522,-0.075675,18.896921,20.546654,-18.896921
19640,-2.104503,-4.575319,-8.322245,0.069813,0.011858,-0.078340,17.547142,17.997068,-16.797264
19694,-2.140416,-4.932055,-8.532935,0.270992,0.063951,-0.325484,16.797264,18.896921,-16.797264
19749,-2.190695,-5.284003,-8.441956,0.299371,0.103920,-0.492956,17.547142,17.997068,-16.797264
19803,-1.769315,-5.231331,-8.662222,0.261266,0.079139,-0.582087,17.547142,16.497313,-16.797264
19856,-2.281674,-5.801151,-8.324639,0.302168,0.048763,-0.495087,16.047386,15.297508,-16.497313
19910,-1.853112,-5.501875,-8.271967,0.424075,0.034907,-0.638977,16.197361,14.697606,-16.197361
19965,-1.455675,-6.098032,-8.248025,0.402625,-0.021184,-0.602738,15.147532,14.697606,-16.947239
20019,-1.197101,-6.205771,-7.872135,0.469107,-0.005995,-0.518536,14.097703,13.347826,-15.297508
20072,-0.926556,-6.483498,-7.623138,0.463112,0.084735,-0.611265,16.497313,11.398143,-15.297508
20124,-1.407791,-6.639122,-7.249643,0.816441,0.122972,-0.525864,15.447483,9.898388,-15.447483
20177,-0.763750,-6.969521,-7.376535,0.572495,-0.079539,-0.372515,13.347826,8.548608,-16.047386
20229,-0.102951,-7.201759,-7.261614,0.653099,0.088199,-0.692536,13.047874,6.598925,-13.497801
20282,-0.296881,-7.036559,-6.986280,0.638844,0.129368,-0.493222,13.197850,4.799218,-12.897899
20334,0.107739,-7.625533,-6.837840,0.477234,0.055957,-0.511208,11.098192,3.899365,-12.747923
20387,-0.004788,-7.795521,-6.373365,0.617394,0.239816,-0.626453,10.498290,2.549585,-12.148021
20440,0.845153,-7.642292,-6.184223,0.491890,0.320688,-0.916897,8.548608,1.649731,-12.447972
20492,1.082179,-8.128315,-5.978322,0.427539,0.505080,-1.106752,6.598925,0.899853,-10.198339
20545,2.322376,-7.766790,-5.949591,0.289778,0.361856,-0.956201,3.899365,-0.149976,-10.648265
20597,1.860295,-8.382100,-5.568913,0.326550,0.826034,-1.336709,2.249634,0.299951,-10.048363
20650,2.676718,-7.960721,-5.401319,0.298438,0.668021,-1.092096,-0.299951,0.749878,-9.298485
20702,3.258508,-8.350976,-4.903325,0.383972,0.758086,-1.170436,-3.599414,0.149976,-7.648754
20756,5.001487,-7.405266,-4.855441,0.372781,0.758885,-1.059721,-6.448949,-0.299951,-5.999022
20810,5.181053,-7.570466,-4.735731,-0.057156,0.847084,-1.394798,-9.598436,2.249634,-7.048851
20864,6.306327,-6.868965,-4.537012,-0.192652,0.818839,-1.115012,-13.497801,2.549585,-3.449438
20918,5.726931,-7.290344,-4.161122,-0.271792,0.808580,-1.059188,-15.297508,4.649242,-4.049340
20972,7.788338,-6.126762,-4.378995,-0.361723,0.722247,-1.380276,-16.497313,5.399120,-2.999511
21027,6.943185,-6.038177,-3.811569,-0.305499,0.784865,-1.073577,-18.896921,9.148510,-1.199805
21080,7.204153,-5.389348,-3.524265,-0.194784,0.753156,-0.882657,-21.446507,9.448461,-1.049829
21134,7.544129,-4.915296,-3.215413,-0.126037,0.444060,-0.641775,-24.895945,12.597948,-0.299951
21188,8.848969,-4.601655,-3.299210,-0.029178,0.345735,-0.517603,-24.895945,14.547630,0.000000
21242,8.283937,-4.285621,-2.956839,-0.085934,0.666156,-0.864404,-24.745968,15.447483,1.649731
21295,8.932767,-3.967192,-2.494758,-0.053825,0.792593,-0.767945,-27.445528,17.847092,2.699560
21349,8.863335,-3.651158,-2.329558,-0.141358,0.361190,-0.064484,-27.445528,19.796776,3.449438
21404,9.461885,-3.327940,-2.430115,-0.286047,0.294974,-0.875063,-28.195406,19.796776,4.199316
21458,10.122684,-3.150769,-2.521094,-0.285914,0.140692,-0.737835,-27.145578,22.046408,5.999022
21512,9.378088,-3.315969,-2.181118,-0.025714,0.200247,-0.890518,-28.045431,23.996090,5.549096
21566,9.366117,-2.315193,-2.094927,0.400626,0.220498,-1.166440,-29.095261,24.296041,6.748900
21620,10.697293,-1.343147,-1.618480,0.517603,0.133098,-1.108884,-28.945284,26.845627,6.448949
21674,10.146626,-0.907402,-1.905785,0.728508,0.082470,-1.324718,-29.095261,29.395212,6.748900
21728,9.979033,-0.179565,-1.695095,0.766613,0.008660,-1.752657,-28.795309,30.595016,6.298974
21782,9.775525,0.639252,-2.063802,0.758619,-0.086067,-1.308198,-27.745480,34.794331,6.898876
21836,9.418790,0.610521,-1.850718,0.774873,0.067815,-1.364021,-27.595505,37.793842,6.298974
21890,9.454702,1.900996,-1.965640,0.771675,0.046631,-1.188423,-26.695652,38.243771,4.649242
21944,8.676587,2.018312,-1.821988,0.564900,-0.097659,-1.151518,-26.695652,41.843182,5.399120
21998,9.421184,2.035071,-1.663970,0.643374,0.044766,-0.961263,-25.795797,43.042988,4.649242
22052,8.628703,2.403779,-1.812411,0.756753,-0.021184,-0.287646,-25.045919,42.293110,2.699560
22106,9.313444,3.308787,-2.351106,0.747161,-0.259401,-0.370783,-23.996090,42.293110,1.649731
22160,8.755595,2.964022,-2.497152,0.594211,-0.469240,-0.340672,-22.646311,42.893013,1.799707
22214,8.870518,3.294421,-3.069367,0.489758,-0.287380,0.054625,-23.696140,41.693207,0.000000
22268,8.547300,2.442086,-2.906561,0.393165,-0.270459,0.165207,-22.196384,41.693207,-1.049829
22322,8.863335,2.415750,-3.105280,0.396096,-0.281251,0.347734,-20.696629,41.243282,-1.799707
22376,8.473080,2.614468,-3.406949,0.237685,-0.298305,0.210372,-23.396189,39.293598,-2.249634
22430,8.832211,2.674323,-3.730166,0.126170,-0.279786,0.218499,-22.196384,38.093796,-4.049340
22484,8.592790,2.183512,-3.586514,0.131233,-0.228358,0.232755,-21.596481,36.744015,-4.649242
22538,8.619126,2.269703,-3.902549,0.226760,-0.251541,0.132432,-21.896433,38.543720,-4.499267
22591,8.678981,2.109292,-4.187459,0.223029,-0.204377,0.156813,-20.696629,37.343918,-5.549096
22645,8.561666,1.673547,-4.010288,0.196250,-0.146821,0.288179,-20.696629,35.694183,-4.799218
22699,8.152257,1.747767,-4.285621,0.064617,-0.169204,0.134963,-20.246702,34.944309,-3.749389
22753,8.252813,1.556231,-4.170700,-0.043700,-0.050628,0.188123,-20.696629,35.394234,-5.549096
22807,8.173804,1.175553,-3.876213,-0.002798,0.152017,0.243280,-19.196873,34.944309,-5.249145
22862,8.487445,1.800440,-4.091691,-0.015455,0.222763,0.249542,-20.846603,33.144600,-5.399120
22916,8.441956,1.802834,-3.943250,-0.159744,0.244613,0.083669,-21.896433,33.444553,-7.048851
22969,8.269572,1.285686,-3.593697,-0.213436,0.308564,0.038104,-21.896433,34.944309,-4.799218
23023,8.655039,1.539472,-3.603274,-0.348933,0.467242,-0.110582,-23.546164,36.294086,-4.649242
23077,8.738836,1.419762,-3.373430,-0.272991,0.465910,0.007861,-23.246214,35.994137,-3.149487
23131,9.102755,1.618480,-3.241749,-0.481098,0.490424,0.096326,-24.146067,35.394234,-1.499756
23185,9.260772,1.221043,-2.743755,-0.562769,0.576891,0.196116,-24.146067,35.394234,-0.299951
23239,9.550470,1.850718,-2.698265,-0.504547,0.450721,0.145755,-24.296041,35.544209,0.899853
23293,9.840169,1.769315,-2.468422,-0.604870,0.410752,0.149219,-25.495846,35.544209,3.449438
23347,9.892841,1.472434,-2.042254,-0.536789,0.336009,0.330680,-26.995602,35.544209,4.649242
23401,9.576807,1.944092,-2.018312,-0.407954,0.277254,0.254605,-27.445528,37.493893,3.149487
23455,9.461885,1.606509,-1.862689,-0.364920,0.246078,0.161743,-28.495358,37.493893,5.699071
23509,9.502586,1.398214,-1.745373,-0.227825,0.155881,0.053292,-28.045431,36.893990,4.499267
23563,9.622296,1.515530,-1.666364,-0.124971,0.196116,0.212504,-27.745480,36.744015,6.448949
23617,9.651027,1.580173,-1.630451,-0.173867,0.200113,0.078606,-28.195406,37.493893,6.148998
23671,10.002975,1.513135,-1.544260,-0.185858,0.086600,0.134031,-28.195406,36.294086,6.148998
23725,9.986216,1.288081,-1.541866,-0.052227,-0.124438,-0.044233,-28.945284,35.094284,6.448949
23779,9.995792,1.381454,-1.668759,0.021450,-0.207441,-0.003331,-28.195406,36.294086,6.898876
23833,9.849746,1.374272,-1.644817,0.047963,-0.269660,-0.003997,-28.795309,36.893990,4.799218
23887,9.768343,1.350330,-1.865083,0.098325,-0.326949,0.066216,-27.595505,36.594040,5.249145
23941,9.471462,1.491588,-1.941698,0.102855,-0.430070,-0.021583,-27.595505,36.594040,5.549096
23994,9.430760,1.340753,-2.224213,0.073144,-0.451654,-0.073277,-25.795797,36.744015,3.449438
24048,9.306262,1.558625,-2.454057,0.154149,-0.455651,0.026513,-25.795797,36.294086,1.949682
24102,9.253590,1.355118,-2.609680,0.201312,-0.483363,-0.084069,-26.395700,36.893990,1.499756
24156,9.358934,1.467646,-2.853889,0.215968,-0.460447,-0.037971,-24.745968,35.544209,1.199805
24210,9.186552,1.151611,-2.985569,0.247277,-0.471772,0.014922,-24.595993,37.793842,-0.299951
24264,9.023746,1.237802,-3.246537,0.265530,-0.477501,-0.042368,-23.396189,36.144112,-1.499756
24318,8.877700,1.122881,-3.533842,0.251541,-0.425141,0.080738,-22.946262,35.694183,-2.249634
24372,8.621520,0.988805,-3.624821,0.155214,-0.372781,-0.005196,-22.346359,35.544209,-4.199316
24426,8.585608,0.876278,-3.876213,0.133498,-0.338807,0.074077,-22.346359,34.794331,-3.899365
24479,8.755595,0.770933,-3.971981,0.065017,-0.220364,0.066349,-20.696629,36.144112,-4.799218
24533,8.480263,0.411803,-3.876213,0.097525,-0.167871,0.304167,-22.346359,34.794331,-4.649242
24587,8.501810,0.483629,-3.919308,0.022116,-0.007061,0.476435,-22.046408,31.644844,-4.949194
24642,8.267179,0.392649,-3.770868,-0.160943,0.198781,0.468574,-21.296530,31.944796,-6.148998
24696,8.475474,-0.131681,-3.564966,-0.070479,0.315225,0.797123,-20.246702,31.494869,-4.799218
24749,8.638280,0.191536,-3.840300,-0.121640,0.425274,0.458982,-21.896433,30.595016,-4.799218
24803,9.267955,-0.555455,-3.399766,-0.045832,0.520801,0.682011,-23.396189,28.645334,-2.549585
24857,9.615114,-0.569820,-3.335123,0.027046,0.692536,0.460314,-25.645823,26.245724,-2.999511
24911,9.255983,-0.596156,-3.047819,0.102455,0.600074,0.464444,-26.245724,26.545675,-2.699560
24966,9.655815,-0.292093,-2.865860,-0.070746,0.556640,0.139093,-27.595505,25.195896,-0.749878
25020,9.900024,-1.065420,-2.549825,-0.146421,0.468841,0.224228,-26.695652,25.345871,0.899853
25073,9.710882,-1.211466,-2.470816,-0.139227,0.259268,-0.042234,-28.495358,24.895945,0.899853
25128,9.730036,-1.218649,-2.403779,-0.187989,0.169070,-0.132965,-26.995602,25.645823,1.949682
25181,9.816227,-1.364695,-2.154782,-0.160810,0.210639,-0.186257,-27.595505,25.495846,1.499756
25235,9.200917,-1.230620,-2.262521,-0.146688,0.102188,-0.078873,-26.695652,25.345871,3.899365
25289,9.440337,-1.041478,-2.353500,-0.293242,0.103121,-0.130700,-28.345383,27.895456,2.249634
25343,9.902418,-0.916979,-2.130840,-0.433268,0.189588,0.107118,-29.545187,29.095261,3.299463
25397,9.806650,-0.737414,-1.795651,-0.287779,0.098858,0.004930,-28.195406,27.745480,1.949682
25451,9.593566,-0.421380,-1.927332,-0.163874,-0.029977,-0.061420,-29.845139,28.645334,4.049340
25505,9.054871,-0.418985,-1.932121,-0.153216,-0.035440,-0.154681,-28.345383,27.445528,2.999511
25558,9.940725,-0.246603,-2.032677,-0.154415,0.125637,0.128168,-28.345383,27.895456,4.049340
25612,9.598354,-0.514753,-1.948880,-0.106452,0.145222,0.339207,-29.845139,28.645334,4.499267
25666,9.991004,-0.612916,-2.142811,-0.078606,0.026913,0.448723,-28.495358,26.545675,3.899365
25719,9.734824,-0.833182,-2.157176,-0.101922,-0.123106,0.523732,-30.295065,26.695652,4.049340
25773,9.765948,-1.175553,-2.221819,-0.096992,-0.243280,0.611798,-30.445040,22.946262,3.449438
25828,9.466674,-2.188300,-1.884237,0.007594,-0.180528,0.640443,-29.695162,24.146067,3.899365
25882,9.615114,-2.281674,-2.133234,0.148553,-0.084335,0.553576,-27.445528,22.196384,2.699560
25936,9.155427,-2.432509,-2.159570,0.116044,-0.054358,0.222096,-29.545187,22.046408,4.799218
25989,9.382876,-2.671929,-2.286463,0.140026,-0.081937,0.731972,-26.845627,19.946751,2.549585
26043,8.846576,-2.760514,-2.255338,0.072611,-0.050228,0.386903,-28.345383,17.697117,3.749389
26097,9.184157,-3.031059,-2.267309,0.101123,-0.135896,0.223296,-26.995602,15.897410,1.949682
26151,9.009381,-3.280056,-2.195483,0.088732,-0.085135,0.433401,-28.045431,17.247190,1.799707
26204,8.504205,-3.201048,-2.233790,0.016521,-0.079406,0.164008,-28.495358,15.897410,1.649731
26258,8.892065,-3.725378,-2.315193,0.039303,-0.091263,0.195317,-27.145578,14.847581,1.499756
26312,8.872911,-4.082114,-2.413355,0.230090,-0.072211,0.279786,-27.595505,14.547630,2.549585
26366,8.678981,-4.046201,-2.525883,0.272591,0.034374,0.265663,-26.995602,13.497801,1.649731
26420,8.286332,-4.331111,-2.475605,0.273391,-0.033175,0.407155,-26.095749,12.597948,1.049829
26474,8.734048,-4.321534,-2.427721,0.120841,-0.063951,0.440196,-25.345871,10.948216,2.249634
26527,8.425196,-4.558560,-2.480393,0.022649,-0.165340,0.501349,-25.345871,10.198339,1.799707
26581,7.702147,-4.855441,-2.585738,-0.218366,-0.178796,0.076741,-25.795797,8.848558,0.899853
26635,8.712500,-5.099649,-2.513912,-0.179995,-0.062485,0.135496,-24.895945,8.548608,0.299951
26689,8.461109,-5.078102,-2.607286,0.046897,-0.081138,0.459781,-24.745968,8.848558,0.899853
26743,8.188169,-5.173870,-2.506729,0.085401,0.002531,0.211571,-25.345871,7.048851,0.299951
26797,8.121132,-5.152322,-2.494758,0.194118,0.013190,0.272991,-24.146067,7.798729,2.249634
26851,7.910442,-5.023035,-2.468422,0.257136,-0.001599,0.204377,-24.745968,7.198827,0.449927
26905,8.161834,-5.147533,-2.454057,0.091796,0.047164,0.125504,-23.246214,6.748900,1.649731
26959,7.931990,-5.245696,-2.461239,-0.053026,0.008394,0.008260,-23.246214,4.799218,1.199805
27013,8.111555,-5.085284,-2.367866,-0.209972,0.005995,-0.029044,-24.895945,6.598925,1.049829
27067,7.979874,-5.504270,-2.324770,-0.196516,0.048763,0.055025,-24.595993,6.298974,0.000000
27120,8.631097,-5.147533,-2.281674,-0.133631,0.097525,0.067415,-22.346359,5.699071,0.449927
27174,8.219295,-5.181053,-2.494758,-0.081538,-0.019585,0.005063,-24.296041,7.198827,-0.449927
27229,8.231265,-5.348647,-2.463634,0.001066,0.016387,-0.032908,-24.146067,7.798729,1.499756
27283,8.149862,-5.262455,-2.585738,0.069946,0.040636,0.054891,-23.396189,7.798729,0.749878
27337,8.140285,-5.166687,-2.499547,-0.018386,0.047963,0.048496,-23.396189,7.048851,0.000000
27391,8.078036,-5.195418,-2.377442,-0.104054,-0.017453,-0.090331,-24.595993,7.048851,1.049829
27445,8.439561,-5.324705,-2.336741,-0.057689,0.053959,-0.001599,-24.595993,6.598925,-1.499756
27499,8.228871,-5.078102,-2.238579,-0.058089,0.143890,0.124571,-23.996090,7.198827,1.949682
27552,8.044518,-5.008670,-2.437297,-0.196516,0.092862,-0.154415,-24.146067,7.798729,1.499756
27606,7.970297,-5.547365,-2.286463,-0.019585,-0.060354,-0.013723,-24.595993,7.048851,0.749878
27660,8.233660,-5.015852,-2.561796,0.199847,0.094194,0.166672,-25.045919,5.699071,1.949682
27714,8.190564,-4.932055,-2.461239,0.167738,0.138560,0.289112,-21.896433,7.048851,1.499756
27768,8.113950,-5.269638,-2.525883,0.036372,0.082603,0.201979,-23.546164,6.448949,1.199805
27822,8.310274,-5.439626,-2.437297,-0.131899,0.105386,0.077541,-22.796286,4.799218,1.949682
27876,8.142680,-5.796362,-2.164358,-0.162675,0.049562,0.217700,-24.595993,5.849047,1.799707
27930,7.948750,-5.604826,-2.221819,-0.296573,0.007194,0.029311,-22.946262,5.399120,1.049829
27984,7.738060,-5.372589,-2.415750,-0.287513,0.034107,0.063018,-23.246214,5.999022,1.199805
28038,7.833828,-5.978322,-2.403779,-0.162809,0.188922,-0.024914,-23.696140,7.048851,1.799707
28091,8.231265,-5.963956,-2.456451,0.121240,0.180795,0.432335,-22.046408,6.748900,2.399609
28145,8.133103,-5.693412,-2.319981,0.115112,0.158412,0.202911,-23.996090,5.999022,2.699560
28199,7.869741,-5.968745,-1.915361,0.045965,0.029711,0.176265,-24.296041,3.299463,2.399609
28253,7.764396,-6.318298,-1.620875,0.144156,0.015588,0.327749,-22.046408,4.499267,3.149487
28308,7.465121,-6.102820,-1.843535,-0.032242,0.034374,0.256737,-22.196384,2.699560,2.249634
28362,7.371747,-6.603208,-1.948880,-0.112181,0.035839,0.301103,-22.346359,2.549585,2.699560
28416,7.671022,-6.023811,-2.279280,-0.185458,0.009326,0.216767,-22.646311,1.949682,2.999511
28470,7.829040,-5.995081,-2.468422,-0.486294,-0.135096,-0.061686,-22.796286,2.849536,2.399609
28524,7.338228,-5.647922,-3.335123,-0.633914,-0.243014,-0.458049,-23.246214,3.299463,2.699560
28577,7.517793,-6.440403,-3.533842,-0.432069,-0.179729,-0.225960,-21.896433,5.399120,0.000000
28631,7.824251,-5.908890,-3.160346,-0.047031,-0.152816,-0.022649,-22.646311,7.048851,-0.299951
28685,8.027759,-5.554548,-2.873042,0.117643,-0.301369,0.020118,-22.196384,5.399120,-0.299951
28739,7.757214,-5.628768,-2.564190,0.147887,-0.329348,-0.071678,-20.546654,4.799218,-1.199805
28793,7.287950,-5.523423,-2.849100,0.133098,-0.254738,-0.115245,-22.646311,5.849047,-1.799707
28847,7.015011,-6.177041,-2.827552,0.214769,-0.184658,-0.048496,-21.896433,5.099169,-0.749878
28901,7.168240,-5.753267,-2.786851,0.214502,-0.000266,0.083802,-19.946751,4.649242,-0.749878
28955,7.364564,-5.813122,-2.674323,0.053959,0.033708,-0.177997,-21.296530,5.699071,-1.649731
29009,7.596802,-5.853823,-2.880225,0.034640,0.037704,-0.145489,-21.296530,4.499267,-1.199805
29064,7.460332,-6.153099,-2.861071,0.093795,0.027979,-0.044100,-21.446507,5.399120,-0.299951
29118,7.460332,-5.817910,-2.815581,0.026113,0.038770,0.020118,-20.246702,4.649242,0.000000
29171,7.302315,-6.356606,-2.741361,-0.015588,0.119375,-0.042767,-22.046408,5.699071,-1.649731
29225,7.738060,-5.937620,-2.846706,0.029311,0.148420,0.081804,-21.446507,4.199316,-1.049829
29279,7.738060,-5.808333,-2.971204,-0.031975,0.071145,0.099390,-22.046408,5.249145,-0.149976
29333,7.735666,-5.705383,-3.004723,-0.180795,0.049162,-0.039570,-22.046408,5.249145,-0.149976
29387,7.469909,-5.810728,-2.863465,-0.175732,-0.005462,-0.052493,-21.446507,5.099169,-1.049829
29440,7.651869,-5.758055,-2.837129,-0.120574,0.034907,-0.016654,-21.446507,6.298974,-0.299951
29495,7.661446,-5.820304,-2.889802,-0.037305,0.048096,0.031709,-22.646311,6.298974,-2.249634
29549,7.580042,-5.566519,-3.002329,-0.047430,0.038770,0.081538,-21.446507,5.849047,-1.499756
29603,7.639898,-5.791574,-2.975993,-0.069813,0.039436,-0.002931,-21.446507,4.199316,-0.749878
